Year,Semester,Week_Released,Week_Deadline,Current_Week,Weeks_Left,Weight,Difficulty,Estimated_Hours,Current_Workload,Procrastination_Score,Avg_Delay_History,Urgency,PriorityClass,Task_Type_Exam,Task_Type_Project,Task_Type_Quiz,Task_Type_Report
2,2,1,12,10,2,70,9.5,22,5.120058012,0.192709652,0.161870286,0.262465473,0,False,True,False,False
2,2,3,12,8,4,100,8.6,12,5.120058012,0.192709652,0.161870286,0.048914645,2,False,False,False,False
2,2,2,12,3,9,40,7.5,8,5.120058012,0.192709652,0.161870286,0.000746586,1,True,False,False,False
2,2,3,12,5,7,60,8.0,10,5.120058012,0.192709652,0.161870286,0.004437436,1,False,False,False,False
1,1,2,12,7,5,100,7.0,8,9.003891934,0.177831109,0.474611787,0.018315639,2,True,False,False,False
1,1,4,12,6,6,100,8.2,12,9.003891934,0.177831109,0.474611787,0.009875696,0,False,False,False,False
1,1,3,11,9,2,100,5.0,7,9.003891934,0.177831109,0.474611787,0.242275822,0,False,False,False,False
1,2,4,11,7,4,60,8.5,12,9.003891934,0.177831109,0.474611787,0.048914645,2,False,False,False,False
1,2,2,12,10,2,40,6.0,6,9.003891934,0.177831109,0.474611787,0.201896518,2,True,False,False,False
1,2,3,12,7,5,100,8.0,12,9.003891934,0.177831109,0.474611787,0.021978767,0,False,False,False,False
1,2,3,12,5,7,60,7.0,9,9.003891934,0.177831109,0.474611787,0.004437436,2,False,False,False,False
1,2,2,12,3,9,40,7.0,8,9.003891934,0.177831109,0.474611787,0.000746586,1,True,False,False,False
2,1,5,12,7,5,100,8.5,12,9.003891934,0.177831109,0.474611787,0.021978767,0,False,False,False,False
2,1,5,12,6,6,40,6.5,6,9.003891934,0.177831109,0.474611787,0.006583798,1,False,False,True,False
2,1,3,12,5,7,60,7.5,10,9.003891934,0.177831109,0.474611787,0.004437436,2,False,False,False,False
2,1,2,12,3,9,40,7.0,10,9.003891934,0.177831109,0.474611787,0.000746586,1,True,False,False,False
2,1,3,12,6,6,60,7.0,10,9.003891934,0.177831109,0.474611787,0.009875696,2,False,False,False,False
2,1,1,6,2,4,30,6.5,10,9.003891934,0.177831109,0.474611787,0.036685984,1,False,False,False,True
2,2,3,12,12,0,100,8.8,14,9.003891934,0.177831109,0.474611787,1.0,0,False,False,False,False
2,2,1,12,9,3,70,9.5,22,9.003891934,0.177831109,0.474611787,0.117933339,0,False,True,False,False
2,2,3,12,4,8,100,8.6,12,9.003891934,0.177831109,0.474611787,0.001993869,0,False,False,False,False
2,2,2,12,10,2,40,7.5,8,9.003891934,0.177831109,0.474611787,0.201896518,2,True,False,False,False
2,2,3,12,8,4,60,8.0,10,9.003891934,0.177831109,0.474611787,0.048914645,2,False,False,False,False
1,1,2,12,4,8,100,7.0,8,3.967487968,0.682474923,0.080457616,0.001661557,2,True,False,False,False
1,1,4,12,12,0,100,8.2,12,3.967487968,0.682474923,0.080457616,1.0,0,False,False,False,False
1,1,3,11,8,3,100,5.0,7,3.967487968,0.682474923,0.080457616,0.108861544,2,False,False,False,False
1,2,4,11,4,7,60,8.5,12,3.967487968,0.682474923,0.080457616,0.004437436,1,False,False,False,False
1,2,2,12,6,6,40,6.0,6,3.967487968,0.682474923,0.080457616,0.008229747,1,True,False,False,False
1,2,3,12,4,8,100,8.0,12,3.967487968,0.682474923,0.080457616,0.001993869,2,False,False,False,False
1,2,3,12,10,2,60,7.0,9,3.967487968,0.682474923,0.080457616,0.242275822,0,False,False,False,False
1,2,2,12,6,6,40,7.0,8,3.967487968,0.682474923,0.080457616,0.008229747,1,True,False,False,False
2,1,5,12,6,6,100,8.5,12,3.967487968,0.682474923,0.080457616,0.009875696,2,False,False,False,False
2,1,5,12,8,4,40,6.5,6,3.967487968,0.682474923,0.080457616,0.032609763,1,False,False,True,False
2,1,3,12,11,1,60,7.5,10,3.967487968,0.682474923,0.080457616,0.539194757,0,False,False,False,False
2,1,2,12,5,7,40,7.0,10,3.967487968,0.682474923,0.080457616,0.003697864,1,True,False,False,False
2,1,3,12,6,6,60,7.0,10,3.967487968,0.682474923,0.080457616,0.009875696,1,False,False,False,False
2,1,1,6,2,4,30,6.5,10,3.967487968,0.682474923,0.080457616,0.036685984,1,False,False,False,True
2,2,3,12,8,4,100,8.8,14,3.967487968,0.682474923,0.080457616,0.048914645,2,False,False,False,False
2,2,1,12,11,1,70,9.5,22,3.967487968,0.682474923,0.080457616,0.584127653,0,False,True,False,False
2,2,3,12,4,8,100,8.6,12,3.967487968,0.682474923,0.080457616,0.001993869,2,False,False,False,False
2,2,2,12,8,4,40,7.5,8,3.967487968,0.682474923,0.080457616,0.040762204,1,True,False,False,False
2,2,3,12,5,7,60,8.0,10,3.967487968,0.682474923,0.080457616,0.004437436,1,False,False,False,False
1,1,2,12,3,9,100,7.0,8,1.0,0.686355219,0.628797584,0.000746586,2,True,False,False,False
1,1,4,12,12,0,100,8.2,12,1.0,0.686355219,0.628797584,1.0,0,False,False,False,False
1,1,3,11,4,7,100,5.0,7,1.0,0.686355219,0.628797584,0.004437436,2,False,False,False,False
1,2,4,11,9,2,60,8.5,12,1.0,0.686355219,0.628797584,0.242275822,0,False,False,False,False
1,2,2,12,12,0,40,6.0,6,1.0,0.686355219,0.628797584,1.0,2,True,False,False,False
1,2,3,12,4,8,100,8.0,12,1.0,0.686355219,0.628797584,0.001993869,2,False,False,False,False
1,2,3,12,10,2,60,7.0,9,1.0,0.686355219,0.628797584,0.242275822,0,False,False,False,False
1,2,2,12,10,2,40,7.0,8,1.0,0.686355219,0.628797584,0.201896518,1,True,False,False,False
2,1,5,12,11,1,100,8.5,12,1.0,0.686355219,0.628797584,0.539194757,0,False,False,False,False
2,1,5,12,7,5,40,6.5,6,1.0,0.686355219,0.628797584,0.014652511,1,False,False,True,False
2,1,3,12,11,1,60,7.5,10,1.0,0.686355219,0.628797584,0.539194757,0,False,False,False,False
2,1,2,12,4,8,40,7.0,10,1.0,0.686355219,0.628797584,0.001661557,1,True,False,False,False
2,1,3,12,7,5,60,7.0,10,1.0,0.686355219,0.628797584,0.021978767,1,False,False,False,False
2,1,1,6,1,5,30,6.5,10,1.0,0.686355219,0.628797584,0.016484075,1,False,False,False,True
2,2,3,12,5,7,100,8.8,14,1.0,0.686355219,0.628797584,0.004437436,2,False,False,False,False
2,2,1,12,7,5,70,9.5,22,1.0,0.686355219,0.628797584,0.023810331,2,False,True,False,False
2,2,3,12,3,9,100,8.6,12,1.0,0.686355219,0.628797584,0.000895903,2,False,False,False,False
2,2,2,12,5,7,40,7.5,8,1.0,0.686355219,0.628797584,0.003697864,1,True,False,False,False
2,2,3,12,6,6,60,8.0,10,1.0,0.686355219,0.628797584,0.009875696,1,False,False,False,False
1,1,2,12,8,4,100,7.0,8,5.99905397,0.193140275,0.58248705,0.040762204,2,True,False,False,False
1,1,4,12,5,7,100,8.2,12,5.99905397,0.193140275,0.58248705,0.004437436,2,False,False,False,False
1,1,3,11,7,4,100,5.0,7,5.99905397,0.193140275,0.58248705,0.048914645,2,False,False,False,False
1,2,4,11,7,4,60,8.5,12,5.99905397,0.193140275,0.58248705,0.048914645,2,False,False,False,False
1,2,2,12,4,8,40,6.0,6,5.99905397,0.193140275,0.58248705,0.001661557,1,True,False,False,False
1,2,3,12,9,3,100,8.0,12,5.99905397,0.193140275,0.58248705,0.108861544,0,False,False,False,False
1,2,3,12,8,4,60,7.0,9,5.99905397,0.193140275,0.58248705,0.048914645,2,False,False,False,False
1,2,2,12,8,4,40,7.0,8,5.99905397,0.193140275,0.58248705,0.040762204,1,True,False,False,False
2,1,5,12,9,3,100,8.5,12,5.99905397,0.193140275,0.58248705,0.108861544,0,False,False,False,False
2,1,5,12,9,3,40,6.5,6,5.99905397,0.193140275,0.58248705,0.072574363,1,False,False,True,False
2,1,3,12,8,4,60,7.5,10,5.99905397,0.193140275,0.58248705,0.048914645,2,False,False,False,False
2,1,2,12,6,6,40,7.0,10,5.99905397,0.193140275,0.58248705,0.008229747,1,True,False,False,False
2,1,3,12,9,3,60,7.0,10,5.99905397,0.193140275,0.58248705,0.108861544,2,False,False,False,False
2,1,1,6,2,4,30,6.5,10,5.99905397,0.193140275,0.58248705,0.036685984,1,False,False,False,True
2,2,3,12,7,5,100,8.8,14,5.99905397,0.193140275,0.58248705,0.021978767,0,False,False,False,False
2,2,1,12,6,6,70,9.5,22,5.99905397,0.193140275,0.58248705,0.010698671,2,False,True,False,False
2,2,3,12,8,4,100,8.6,12,5.99905397,0.193140275,0.58248705,0.048914645,0,False,False,False,False
2,2,2,12,6,6,40,7.5,8,5.99905397,0.193140275,0.58248705,0.008229747,1,True,False,False,False
2,2,3,12,12,0,60,8.0,10,5.99905397,0.193140275,0.58248705,1.0,0,False,False,False,False
1,1,2,12,6,6,100,7.0,8,6.158798478,0.957736414,0.201308755,0.008229747,2,True,False,False,False
1,1,4,12,4,8,100,8.2,12,6.158798478,0.957736414,0.201308755,0.001993869,0,False,False,False,False
1,1,3,11,7,4,100,5.0,7,6.158798478,0.957736414,0.201308755,0.048914645,2,False,False,False,False
1,2,4,11,5,6,60,8.5,12,6.158798478,0.957736414,0.201308755,0.009875696,2,False,False,False,False
1,2,2,12,3,9,40,6.0,6,6.158798478,0.957736414,0.201308755,0.000746586,1,True,False,False,False
1,2,3,12,7,5,100,8.0,12,6.158798478,0.957736414,0.201308755,0.021978767,0,False,False,False,False
1,2,3,12,7,5,60,7.0,9,6.158798478,0.957736414,0.201308755,0.021978767,2,False,False,False,False
1,2,2,12,3,9,40,7.0,8,6.158798478,0.957736414,0.201308755,0.000746586,1,True,False,False,False
2,1,5,12,9,3,100,8.5,12,6.158798478,0.957736414,0.201308755,0.108861544,0,False,False,False,False
2,1,5,12,9,3,40,6.5,6,6.158798478,0.957736414,0.201308755,0.072574363,2,False,False,True,False
2,1,3,12,6,6,60,7.5,10,6.158798478,0.957736414,0.201308755,0.009875696,2,False,False,False,False
2,1,2,12,2,10,40,7.0,10,6.158798478,0.957736414,0.201308755,0.000335463,1,True,False,False,False
2,1,3,12,5,7,60,7.0,10,6.158798478,0.957736414,0.201308755,0.004437436,2,False,False,False,False
2,1,1,6,1,5,30,6.5,10,6.158798478,0.957736414,0.201308755,0.016484075,1,False,False,False,True
2,2,3,12,7,5,100,8.8,14,6.158798478,0.957736414,0.201308755,0.021978767,0,False,False,False,False
2,2,1,12,4,8,70,9.5,22,6.158798478,0.957736414,0.201308755,0.002160024,2,False,True,False,False
2,2,3,12,9,3,100,8.6,12,6.158798478,0.957736414,0.201308755,0.108861544,0,False,False,False,False
2,2,2,12,6,6,40,7.5,8,6.158798478,0.957736414,0.201308755,0.008229747,2,True,False,False,False
2,2,3,12,12,0,60,8.0,10,6.158798478,0.957736414,0.201308755,1.0,0,False,False,False,False
1,1,2,12,7,5,100,7.0,8,5.885612762,0.646469011,0.152340862,0.018315639,2,True,False,False,False
1,1,4,12,8,4,100,8.2,12,5.885612762,0.646469011,0.152340862,0.048914645,0,False,False,False,False
1,1,3,11,3,8,100,5.0,7,5.885612762,0.646469011,0.152340862,0.001993869,2,False,False,False,False
1,2,4,11,4,7,60,8.5,12,5.885612762,0.646469011,0.152340862,0.004437436,2,False,False,False,False
1,2,2,12,2,10,40,6.0,6,5.885612762,0.646469011,0.152340862,0.000335463,1,True,False,False,False
1,2,3,12,10,2,100,8.0,12,5.885612762,0.646469011,0.152340862,0.242275822,0,False,False,False,False
1,2,3,12,11,1,60,7.0,9,5.885612762,0.646469011,0.152340862,0.539194757,0,False,False,False,False
1,2,2,12,10,2,40,7.0,8,5.885612762,0.646469011,0.152340862,0.201896518,2,True,False,False,False
2,1,5,12,5,7,100,8.5,12,5.885612762,0.646469011,0.152340862,0.004437436,2,False,False,False,False
2,1,5,12,6,6,40,6.5,6,5.885612762,0.646469011,0.152340862,0.006583798,1,False,False,True,False
2,1,3,12,3,9,60,7.5,10,5.885612762,0.646469011,0.152340862,0.000895903,2,False,False,False,False
2,1,2,12,11,1,40,7.0,10,5.885612762,0.646469011,0.152340862,0.449328964,2,True,False,False,False
2,1,3,12,4,8,60,7.0,10,5.885612762,0.646469011,0.152340862,0.001993869,1,False,False,False,False
2,1,1,6,2,4,30,6.5,10,5.885612762,0.646469011,0.152340862,0.036685984,1,False,False,False,True
2,2,3,12,10,2,100,8.8,14,5.885612762,0.646469011,0.152340862,0.242275822,0,False,False,False,False
2,2,1,12,5,7,70,9.5,22,5.885612762,0.646469011,0.152340862,0.004807223,2,False,True,False,False
2,2,3,12,9,3,100,8.6,12,5.885612762,0.646469011,0.152340862,0.108861544,0,False,False,False,False
2,2,2,12,3,9,40,7.5,8,5.885612762,0.646469011,0.152340862,0.000746586,1,True,False,False,False
2,2,3,12,10,2,60,8.0,10,5.885612762,0.646469011,0.152340862,0.242275822,0,False,False,False,False
1,1,2,12,2,10,100,7.0,8,6.598998507,0.741185362,0.455308733,0.000335463,2,True,False,False,False
1,1,4,12,10,2,100,8.2,12,6.598998507,0.741185362,0.455308733,0.242275822,0,False,False,False,False
1,1,3,11,10,1,100,5.0,7,6.598998507,0.741185362,0.455308733,0.539194757,0,False,False,False,False
1,2,4,11,8,3,60,8.5,12,6.598998507,0.741185362,0.455308733,0.108861544,2,False,False,False,False
1,2,2,12,4,8,40,6.0,6,6.598998507,0.741185362,0.455308733,0.001661557,1,True,False,False,False
1,2,3,12,7,5,100,8.0,12,6.598998507,0.741185362,0.455308733,0.021978767,0,False,False,False,False
1,2,3,12,3,9,60,7.0,9,6.598998507,0.741185362,0.455308733,0.000895903,2,False,False,False,False
1,2,2,12,8,4,40,7.0,8,6.598998507,0.741185362,0.455308733,0.040762204,2,True,False,False,False
2,1,5,12,9,3,100,8.5,12,6.598998507,0.741185362,0.455308733,0.108861544,0,False,False,False,False
2,1,5,12,12,0,40,6.5,6,6.598998507,0.741185362,0.455308733,0.8,2,False,False,True,False
2,1,3,12,10,2,60,7.5,10,6.598998507,0.741185362,0.455308733,0.242275822,0,False,False,False,False
2,1,2,12,10,2,40,7.0,10,6.598998507,0.741185362,0.455308733,0.201896518,2,True,False,False,False
2,1,3,12,9,3,60,7.0,10,6.598998507,0.741185362,0.455308733,0.108861544,2,False,False,False,False
2,1,1,6,3,3,30,6.5,10,6.598998507,0.741185362,0.455308733,0.081646158,1,False,False,False,True
2,2,3,12,3,9,100,8.8,14,6.598998507,0.741185362,0.455308733,0.000895903,0,False,False,False,False
2,2,1,12,3,9,70,9.5,22,6.598998507,0.741185362,0.455308733,0.000970562,2,False,True,False,False
2,2,3,12,10,2,100,8.6,12,6.598998507,0.741185362,0.455308733,0.242275822,0,False,False,False,False
2,2,2,12,4,8,40,7.5,8,6.598998507,0.741185362,0.455308733,0.001661557,2,True,False,False,False
2,2,3,12,10,2,60,8.0,10,6.598998507,0.741185362,0.455308733,0.242275822,0,False,False,False,False
1,1,2,12,5,7,100,7.0,8,3.461769553,0.50200466,0.291480207,0.003697864,2,True,False,False,False
1,1,4,12,7,5,100,8.2,12,3.461769553,0.50200466,0.291480207,0.021978767,2,False,False,False,False
1,1,3,11,5,6,100,5.0,7,3.461769553,0.50200466,0.291480207,0.009875696,1,False,False,False,False
1,2,4,11,10,1,60,8.5,12,3.461769553,0.50200466,0.291480207,0.539194757,0,False,False,False,False
1,2,2,12,4,8,40,6.0,6,3.461769553,0.50200466,0.291480207,0.001661557,1,True,False,False,False
1,2,3,12,5,7,100,8.0,12,3.461769553,0.50200466,0.291480207,0.004437436,2,False,False,False,False
1,2,3,12,12,0,60,7.0,9,3.461769553,0.50200466,0.291480207,1.0,0,False,False,False,False
1,2,2,12,6,6,40,7.0,8,3.461769553,0.50200466,0.291480207,0.008229747,1,True,False,False,False
2,1,5,12,9,3,100,8.5,12,3.461769553,0.50200466,0.291480207,0.108861544,2,False,False,False,False
2,1,5,12,10,2,40,6.5,6,3.461769553,0.50200466,0.291480207,0.161517214,1,False,False,True,False
2,1,3,12,8,4,60,7.5,10,3.461769553,0.50200466,0.291480207,0.048914645,1,False,False,False,False
2,1,2,12,9,3,40,7.0,10,3.461769553,0.50200466,0.291480207,0.090717953,1,True,False,False,False
2,1,3,12,12,0,60,7.0,10,3.461769553,0.50200466,0.291480207,1.0,0,False,False,False,False
2,1,1,6,6,0,30,6.5,10,3.461769553,0.50200466,0.291480207,0.9,2,False,False,False,True
2,2,3,12,3,9,100,8.8,14,3.461769553,0.50200466,0.291480207,0.000895903,2,False,False,False,False
2,2,1,12,8,4,70,9.5,22,3.461769553,0.50200466,0.291480207,0.052990865,2,False,True,False,False
2,2,3,12,10,2,100,8.6,12,3.461769553,0.50200466,0.291480207,0.242275822,0,False,False,False,False
2,2,2,12,10,2,40,7.5,8,3.461769553,0.50200466,0.291480207,0.201896518,1,True,False,False,False
2,2,3,12,11,1,60,8.0,10,3.461769553,0.50200466,0.291480207,0.539194757,0,False,False,False,False
1,1,2,12,2,10,100,7.0,8,3.995075026,0.045622817,0.149482198,0.000335463,1,True,False,False,False
1,1,4,12,7,5,100,8.2,12,3.995075026,0.045622817,0.149482198,0.021978767,2,False,False,False,False
1,1,3,11,6,5,100,5.0,7,3.995075026,0.045622817,0.149482198,0.021978767,1,False,False,False,False
1,2,4,11,9,2,60,8.5,12,3.995075026,0.045622817,0.149482198,0.242275822,0,False,False,False,False
1,2,2,12,10,2,40,6.0,6,3.995075026,0.045622817,0.149482198,0.201896518,1,True,False,False,False
1,2,3,12,11,1,100,8.0,12,3.995075026,0.045622817,0.149482198,0.539194757,0,False,False,False,False
1,2,3,12,11,1,60,7.0,9,3.995075026,0.045622817,0.149482198,0.539194757,0,False,False,False,False
1,2,2,12,11,1,40,7.0,8,3.995075026,0.045622817,0.149482198,0.449328964,1,True,False,False,False
2,1,5,12,11,1,100,8.5,12,3.995075026,0.045622817,0.149482198,0.539194757,0,False,False,False,False
2,1,5,12,10,2,40,6.5,6,3.995075026,0.045622817,0.149482198,0.161517214,1,False,False,True,False
2,1,3,12,4,8,60,7.5,10,3.995075026,0.045622817,0.149482198,0.001993869,1,False,False,False,False
2,1,2,12,11,1,40,7.0,10,3.995075026,0.045622817,0.149482198,0.449328964,1,True,False,False,False
2,1,3,12,7,5,60,7.0,10,3.995075026,0.045622817,0.149482198,0.021978767,1,False,False,False,False
2,1,1,6,4,2,30,6.5,10,3.995075026,0.045622817,0.149482198,0.181706866,1,False,False,False,True
2,2,3,12,10,2,100,8.8,14,3.995075026,0.045622817,0.149482198,0.242275822,0,False,False,False,False
2,2,1,12,2,10,70,9.5,22,3.995075026,0.045622817,0.149482198,0.000436101,1,False,True,False,False
2,2,3,12,8,4,100,8.6,12,3.995075026,0.045622817,0.149482198,0.048914645,2,False,False,False,False
2,2,2,12,6,6,40,7.5,8,3.995075026,0.045622817,0.149482198,0.008229747,1,True,False,False,False
2,2,3,12,4,8,60,8.0,10,3.995075026,0.045622817,0.149482198,0.001993869,1,False,False,False,False
1,1,2,12,11,1,100,7.0,8,2.910381612,0.427009454,0.232158067,0.449328964,2,True,False,False,False
1,1,4,12,12,0,100,8.2,12,2.910381612,0.427009454,0.232158067,1.0,0,False,False,False,False
1,1,3,11,4,7,100,5.0,7,2.910381612,0.427009454,0.232158067,0.004437436,1,False,False,False,False
1,2,4,11,9,2,60,8.5,12,2.910381612,0.427009454,0.232158067,0.242275822,0,False,False,False,False
1,2,2,12,5,7,40,6.0,6,2.910381612,0.427009454,0.232158067,0.003697864,1,True,False,False,False
1,2,3,12,6,6,100,8.0,12,2.910381612,0.427009454,0.232158067,0.009875696,2,False,False,False,False
1,2,3,12,7,5,60,7.0,9,2.910381612,0.427009454,0.232158067,0.021978767,1,False,False,False,False
1,2,2,12,4,8,40,7.0,8,2.910381612,0.427009454,0.232158067,0.001661557,1,True,False,False,False
2,1,5,12,10,2,100,8.5,12,2.910381612,0.427009454,0.232158067,0.242275822,0,False,False,False,False
2,1,5,12,5,7,40,6.5,6,2.910381612,0.427009454,0.232158067,0.002958291,1,False,False,True,False
2,1,3,12,10,2,60,7.5,10,2.910381612,0.427009454,0.232158067,0.242275822,0,False,False,False,False
2,1,2,12,6,6,40,7.0,10,2.910381612,0.427009454,0.232158067,0.008229747,1,True,False,False,False
2,1,3,12,5,7,60,7.0,10,2.910381612,0.427009454,0.232158067,0.004437436,1,False,False,False,False
2,1,1,6,2,4,30,6.5,10,2.910381612,0.427009454,0.232158067,0.036685984,1,False,False,False,True
2,2,3,12,9,3,100,8.8,14,2.910381612,0.427009454,0.232158067,0.108861544,2,False,False,False,False
2,2,1,12,7,5,70,9.5,22,2.910381612,0.427009454,0.232158067,0.023810331,2,False,True,False,False
2,2,3,12,3,9,100,8.6,12,2.910381612,0.427009454,0.232158067,0.000895903,2,False,False,False,False
2,2,2,12,10,2,40,7.5,8,2.910381612,0.427009454,0.232158067,0.201896518,1,True,False,False,False
2,2,3,12,4,8,60,8.0,10,2.910381612,0.427009454,0.232158067,0.001993869,1,False,False,False,False
1,1,2,12,9,3,100,7.0,8,6.211079556,0.106728682,0.1517362,0.090717953,2,True,False,False,False
1,1,4,12,11,1,100,8.2,12,6.211079556,0.106728682,0.1517362,0.539194757,0,False,False,False,False
1,1,3,11,9,2,100,5.0,7,6.211079556,0.106728682,0.1517362,0.242275822,0,False,False,False,False
1,2,4,11,10,1,60,8.5,12,6.211079556,0.106728682,0.1517362,0.539194757,0,False,False,False,False
1,2,2,12,12,0,40,6.0,6,6.211079556,0.106728682,0.1517362,1.0,2,True,False,False,False
1,2,3,12,8,4,100,8.0,12,6.211079556,0.106728682,0.1517362,0.048914645,2,False,False,False,False
1,2,3,12,8,4,60,7.0,9,6.211079556,0.106728682,0.1517362,0.048914645,1,False,False,False,False
1,2,2,12,12,0,40,7.0,8,6.211079556,0.106728682,0.1517362,1.0,2,True,False,False,False
2,1,5,12,5,7,100,8.5,12,6.211079556,0.106728682,0.1517362,0.004437436,2,False,False,False,False
2,1,5,12,10,2,40,6.5,6,6.211079556,0.106728682,0.1517362,0.161517214,1,False,False,True,False
2,1,3,12,4,8,60,7.5,10,6.211079556,0.106728682,0.1517362,0.001993869,1,False,False,False,False
2,1,2,12,3,9,40,7.0,10,6.211079556,0.106728682,0.1517362,0.000746586,1,True,False,False,False
2,1,3,12,7,5,60,7.0,10,6.211079556,0.106728682,0.1517362,0.021978767,1,False,False,False,False
2,1,1,6,4,2,30,6.5,10,6.211079556,0.106728682,0.1517362,0.181706866,1,False,False,False,True
2,2,3,12,4,8,100,8.8,14,6.211079556,0.106728682,0.1517362,0.001993869,2,False,False,False,False
2,2,1,12,3,9,70,9.5,22,6.211079556,0.106728682,0.1517362,0.000970562,2,False,True,False,False
2,2,3,12,9,3,100,8.6,12,6.211079556,0.106728682,0.1517362,0.108861544,2,False,False,False,False
2,2,2,12,9,3,40,7.5,8,6.211079556,0.106728682,0.1517362,0.090717953,1,True,False,False,False
2,2,3,12,8,4,60,8.0,10,6.211079556,0.106728682,0.1517362,0.048914645,1,False,False,False,False
1,1,2,12,4,8,100,7.0,8,1.201647224,0.960082017,0.615086613,0.001661557,2,True,False,False,False
1,1,4,12,10,2,100,8.2,12,1.201647224,0.960082017,0.615086613,0.242275822,0,False,False,False,False
1,1,3,11,9,2,100,5.0,7,1.201647224,0.960082017,0.615086613,0.242275822,0,False,False,False,False
1,2,4,11,7,4,60,8.5,12,1.201647224,0.960082017,0.615086613,0.048914645,2,False,False,False,False
1,2,2,12,10,2,40,6.0,6,1.201647224,0.960082017,0.615086613,0.201896518,1,True,False,False,False
1,2,3,12,7,5,100,8.0,12,1.201647224,0.960082017,0.615086613,0.021978767,2,False,False,False,False
1,2,3,12,10,2,60,7.0,9,1.201647224,0.960082017,0.615086613,0.242275822,0,False,False,False,False
1,2,2,12,11,1,40,7.0,8,1.201647224,0.960082017,0.615086613,0.449328964,2,True,False,False,False
2,1,5,12,6,6,100,8.5,12,1.201647224,0.960082017,0.615086613,0.009875696,0,False,False,False,False
2,1,5,12,12,0,40,6.5,6,1.201647224,0.960082017,0.615086613,0.8,2,False,False,True,False
2,1,3,12,10,2,60,7.5,10,1.201647224,0.960082017,0.615086613,0.242275822,0,False,False,False,False
2,1,2,12,2,10,40,7.0,10,1.201647224,0.960082017,0.615086613,0.000335463,1,True,False,False,False
2,1,3,12,7,5,60,7.0,10,1.201647224,0.960082017,0.615086613,0.021978767,2,False,False,False,False
2,1,1,6,3,3,30,6.5,10,1.201647224,0.960082017,0.615086613,0.081646158,1,False,False,False,True
2,2,3,12,3,9,100,8.8,14,1.201647224,0.960082017,0.615086613,0.000895903,0,False,False,False,False
2,2,1,12,4,8,70,9.5,22,1.201647224,0.960082017,0.615086613,0.002160024,2,False,True,False,False
2,2,3,12,10,2,100,8.6,12,1.201647224,0.960082017,0.615086613,0.242275822,0,False,False,False,False
2,2,2,12,4,8,40,7.5,8,1.201647224,0.960082017,0.615086613,0.001661557,1,True,False,False,False
2,2,3,12,12,0,60,8.0,10,1.201647224,0.960082017,0.615086613,1.0,0,False,False,False,False
1,1,2,12,6,6,100,7.0,8,7.15590779,0.51568588,0.141292851,0.008229747,2,True,False,False,False
1,1,4,12,10,2,100,8.2,12,7.15590779,0.51568588,0.141292851,0.242275822,0,False,False,False,False
1,1,3,11,4,7,100,5.0,7,7.15590779,0.51568588,0.141292851,0.004437436,2,False,False,False,False
1,2,4,11,4,7,60,8.5,12,7.15590779,0.51568588,0.141292851,0.004437436,2,False,False,False,False
1,2,2,12,10,2,40,6.0,6,7.15590779,0.51568588,0.141292851,0.201896518,1,True,False,False,False
1,2,3,12,6,6,100,8.0,12,7.15590779,0.51568588,0.141292851,0.009875696,2,False,False,False,False
1,2,3,12,6,6,60,7.0,9,7.15590779,0.51568588,0.141292851,0.009875696,2,False,False,False,False
1,2,2,12,7,5,40,7.0,8,7.15590779,0.51568588,0.141292851,0.018315639,1,True,False,False,False
2,1,5,12,6,6,100,8.5,12,7.15590779,0.51568588,0.141292851,0.009875696,0,False,False,False,False
2,1,5,12,6,6,40,6.5,6,7.15590779,0.51568588,0.141292851,0.006583798,1,False,False,True,False
2,1,3,12,12,0,60,7.5,10,7.15590779,0.51568588,0.141292851,1.0,0,False,False,False,False
2,1,2,12,7,5,40,7.0,10,7.15590779,0.51568588,0.141292851,0.018315639,1,True,False,False,False
2,1,3,12,3,9,60,7.0,10,7.15590779,0.51568588,0.141292851,0.000895903,1,False,False,False,False
2,1,1,6,6,0,30,6.5,10,7.15590779,0.51568588,0.141292851,0.9,2,False,False,False,True
2,2,3,12,11,1,100,8.8,14,7.15590779,0.51568588,0.141292851,0.539194757,0,False,False,False,False
2,2,1,12,2,10,70,9.5,22,7.15590779,0.51568588,0.141292851,0.000436101,2,False,True,False,False
2,2,3,12,7,5,100,8.6,12,7.15590779,0.51568588,0.141292851,0.021978767,0,False,False,False,False
2,2,2,12,10,2,40,7.5,8,7.15590779,0.51568588,0.141292851,0.201896518,2,True,False,False,False
2,2,3,12,6,6,60,8.0,10,7.15590779,0.51568588,0.141292851,0.009875696,2,False,False,False,False
1,1,2,12,6,6,100,7.0,8,6.444762716,0.322501564,0.31250834,0.008229747,2,True,False,False,False
1,1,4,12,7,5,100,8.2,12,6.444762716,0.322501564,0.31250834,0.021978767,2,False,False,False,False
1,1,3,11,6,5,100,5.0,7,6.444762716,0.322501564,0.31250834,0.021978767,2,False,False,False,False
1,2,4,11,7,4,60,8.5,12,6.444762716,0.322501564,0.31250834,0.048914645,2,False,False,False,False
1,2,2,12,11,1,40,6.0,6,6.444762716,0.322501564,0.31250834,0.449328964,2,True,False,False,False
1,2,3,12,10,2,100,8.0,12,6.444762716,0.322501564,0.31250834,0.242275822,0,False,False,False,False
1,2,3,12,8,4,60,7.0,9,6.444762716,0.322501564,0.31250834,0.048914645,1,False,False,False,False
