Student_ID,Year,Semester,Task_Name,Task_Type,Week_Released,Week_Deadline,Current_Week,Weeks_Left,Weight,Difficulty,Estimated_Hours,Current_Workload,Procrastination_Score,Avg_Delay_History,Urgency,RawPriority,PriorityClass
31,1,2,Computational Mathematics Coursework,Coursework,3,12,5,7,60,7,9,5.639075158,0.568491384,0.782305921,0.004437436,0.480775217,Medium
31,1,2,Computational Mathematics Exam,Exam,2,12,2,10,40,7,8,5.639075158,0.568491384,0.782305921,0.000335463,0.439749724,Medium
31,2,1,OOD Coursework,Coursework,5,12,9,3,100,8.5,12,5.639075158,0.568491384,0.782305921,0.108861544,0.716881244,High
31,2,1,Machine Learning Quiz,Quiz,5,12,10,2,40,6.5,6,5.639075158,0.568491384,0.782305921,0.161517214,0.470045161,Medium
31,2,1,Machine Learning Coursework,Coursework,3,12,11,1,60,7.5,10,5.639075158,0.568491384,0.782305921,0.539194757,0.924464547,High
31,2,1,Advanced Mathematics Exam,Exam,2,12,2,10,40,7,10,5.639075158,0.568491384,0.782305921,0.000335463,0.439749724,Medium
31,2,1,Advanced Mathematics Coursework,Coursework,3,12,5,7,60,7,10,5.639075158,0.568491384,0.782305921,0.004437436,0.480775217,Medium
31,2,1,DSGP Project Proposal,Report,1,6,5,1,30,6.5,10,5.639075158,0.568491384,0.782305921,0.404396068,0.510764875,Medium
31,2,2,AI Coursework,Coursework,3,12,6,6,100,8.8,14,5.639075158,0.568491384,0.782305921,0.009875696,0.698134782,High
31,2,2,DSGP Project Implementation,Project,1,12,1,11,70,9.5,22,5.639075158,0.568491384,0.782305921,0.000195953,0.549714846,Medium
31,2,2,Data Engineering Coursework,Coursework,3,12,3,9,100,8.6,12,5.639075158,0.568491384,0.782305921,0.000895903,0.691889834,High
31,2,2,Simulation and Modeling Exam,Exam,2,12,9,3,40,7.5,8,5.639075158,0.568491384,0.782305921,0.090717953,0.472345346,Medium
31,2,2,Simulation and Modeling Coursework,Coursework,3,12,4,8,60,8,10,5.639075158,0.568491384,0.782305921,0.001993869,0.500164325,Medium
32,1,1,CSF Exam,Exam,2,12,11,1,100,7,8,4.392271129,0.538655612,0.234421384,0.449328964,0.595524008,Medium
32,1,1,Database Coursework,Coursework,4,12,5,7,100,8.2,12,4.392271129,0.538655612,0.234421384,0.004437436,0.608301126,Medium
32,1,1,English Coursework,Coursework,3,11,8,3,100,5,7,4.392271129,0.538655612,0.234421384,0.108861544,0.470407153,Medium
32,1,2,Programming Coursework,Coursework,4,11,9,2,60,8.5,12,4.392271129,0.538655612,0.234421384,0.242275822,0.793760722,High
32,1,2,Programming Exam,Exam,2,12,4,8,40,6,6,4.392271129,0.538655612,0.234421384,0.001661557,0.343607156,Low
32,1,2,DSA Coursework,Coursework,3,12,4,8,100,8,12,4.392271129,0.538655612,0.234421384,0.001993869,0.603690234,Medium
32,1,2,Computational Mathematics Coursework,Coursework,3,12,3,9,60,7,9,4.392271129,0.538655612,0.234421384,0.000895903,0.403415742,Low
32,1,2,Computational Mathematics Exam,Exam,2,12,7,5,40,7,8,4.392271129,0.538655612,0.234421384,0.018315639,0.367770676,Low
32,2,1,OOD Coursework,Coursework,5,12,8,4,100,8.5,12,4.392271129,0.538655612,0.234421384,0.048914645,0.625420428,Medium
32,2,1,Machine Learning Quiz,Quiz,5,12,9,3,40,6.5,6,4.392271129,0.538655612,0.234421384,0.072574363,0.371335357,Low
32,2,1,Machine Learning Coursework,Coursework,3,12,11,1,60,7.5,10,4.392271129,0.538655612,0.234421384,0.539194757,0.847990456,High
32,2,1,Advanced Mathematics Exam,Exam,2,12,2,10,40,7,10,4.392271129,0.538655612,0.234421384,0.000335463,0.363275632,Low
32,2,1,Advanced Mathematics Coursework,Coursework,3,12,9,3,60,7,10,4.392271129,0.538655612,0.234421384,0.108861544,0.430407153,Low
32,2,1,DSGP Project Proposal,Report,1,6,5,1,30,6.5,10,4.392271129,0.538655612,0.234421384,0.404396068,0.434290784,Low
32,2,2,AI Coursework,Coursework,3,12,7,5,100,8.8,14,4.392271129,0.538655612,0.234421384,0.021978767,0.624686458,Medium
32,2,2,DSGP Project Implementation,Project,1,12,2,10,70,9.5,22,4.392271129,0.538655612,0.234421384,0.000436101,0.473300792,Medium
32,2,2,Data Engineering Coursework,Coursework,3,12,5,7,100,8.6,12,4.392271129,0.538655612,0.234421384,0.004437436,0.616301126,Medium
32,2,2,Simulation and Modeling Exam,Exam,2,12,8,4,40,7.5,8,4.392271129,0.538655612,0.234421384,0.040762204,0.383382318,Low
32,2,2,Simulation and Modeling Coursework,Coursework,3,12,8,4,60,8,10,4.392271129,0.538655612,0.234421384,0.048914645,0.435420428,Medium
33,1,1,CSF Exam,Exam,2,12,12,0,100,7,8,8.221156926,0.54062271,0.409914546,1,0.808371079,High
33,1,1,Database Coursework,Coursework,4,12,6,6,100,8.2,12,8.221156926,0.54062271,0.409914546,0.009875696,0.684840004,High
33,1,1,English Coursework,Coursework,3,11,4,7,100,5,7,8.221156926,0.54062271,0.409914546,0.004437436,0.519480439,Medium
33,1,2,Programming Coursework,Coursework,4,11,7,4,60,8.5,12,8.221156926,0.54062271,0.409914546,0.048914645,0.520599741,Medium
33,1,2,Programming Exam,Exam,2,12,10,2,40,6,6,8.221156926,0.54062271,0.409914546,0.201896518,0.468845209,Medium
33,1,2,DSA Coursework,Coursework,3,12,8,4,100,8,12,8.221156926,0.54062271,0.409914546,0.048914645,0.690599741,High
33,1,2,Computational Mathematics Coursework,Coursework,3,12,3,9,60,7,9,8.221156926,0.54062271,0.409914546,0.000895903,0.478595055,Medium
33,1,2,Computational Mathematics Exam,Exam,2,12,9,3,40,7,8,8.221156926,0.54062271,0.409914546,0.090717953,0.461050568,Medium
33,2,1,OOD Coursework,Coursework,5,12,11,1,100,8.5,12,8.221156926,0.54062271,0.409914546,0.539194757,1,High
33,2,1,Machine Learning Quiz,Quiz,5,12,8,4,40,6.5,6,8.221156926,0.54062271,0.409914546,0.032609763,0.43652352,Medium
33,2,1,Machine Learning Coursework,Coursework,3,12,9,3,60,7.5,10,8.221156926,0.54062271,0.409914546,0.108861544,0.515586465,Medium
33,2,1,Advanced Mathematics Exam,Exam,2,12,11,1,40,7,10,8.221156926,0.54062271,0.409914546,0.449328964,0.55070332,Medium
33,2,1,Advanced Mathematics Coursework,Coursework,3,12,5,7,60,7,10,8.221156926,0.54062271,0.409914546,0.004437436,0.479480439,Medium
33,2,1,DSGP Project Proposal,Report,1,6,1,5,30,6.5,10,8.221156926,0.54062271,0.409914546,0.016484075,0.412492098,Low
33,2,2,AI Coursework,Coursework,3,12,7,5,100,8.8,14,8.221156926,0.54062271,0.409914546,0.021978767,0.699865771,High
33,2,2,DSGP Project Implementation,Project,1,12,4,8,70,9.5,22,8.221156926,0.54062271,0.409914546,0.002160024,0.548911086,Medium
33,2,2,Data Engineering Coursework,Coursework,3,12,12,0,100,8.6,12,8.221156926,0.54062271,0.409914546,1,1,High
33,2,2,Simulation and Modeling Exam,Exam,2,12,9,3,40,7.5,8,8.221156926,0.54062271,0.409914546,0.090717953,0.471050568,Medium
33,2,2,Simulation and Modeling Coursework,Coursework,3,12,3,9,60,8,10,8.221156926,0.54062271,0.409914546,0.000895903,0.498595055,Medium
34,1,1,CSF Exam,Exam,2,12,9,3,100,7,8,4.888904602,0.754798678,0.059323512,0.090717953,0.517425276,Medium
34,1,1,Database Coursework,Coursework,4,12,8,4,100,8.2,12,4.888904602,0.754798678,0.059323512,0.048914645,0.630974449,Medium
34,1,1,English Coursework,Coursework,3,11,4,7,100,5,7,4.888904602,0.754798678,0.059323512,0.004437436,0.455855147,Medium
34,1,2,Programming Coursework,Coursework,4,11,9,2,60,8.5,12,4.888904602,0.754798678,0.059323512,0.242275822,0.805314743,High
34,1,2,Programming Exam,Exam,2,12,6,6,40,6,6,4.888904602,0.754798678,0.059323512,0.008229747,0.356803225,Low
34,1,2,DSA Coursework,Coursework,3,12,4,8,100,8,12,4.888904602,0.754798678,0.059323512,0.001993869,0.615244255,Medium
34,1,2,Computational Mathematics Coursework,Coursework,3,12,5,7,60,7,9,4.888904602,0.754798678,0.059323512,0.004437436,0.415855147,Low
34,1,2,Computational Mathematics Exam,Exam,2,12,10,2,40,7,8,4.888904602,0.754798678,0.059323512,0.201896518,0.425219918,Low
34,2,1,OOD Coursework,Coursework,5,12,11,1,100,8.5,12,4.888904602,0.754798678,0.059323512,0.539194757,1,High
34,2,1,Machine Learning Quiz,Quiz,5,12,11,1,40,6.5,6,4.888904602,0.754798678,0.059323512,0.359463171,0.454611581,Medium
34,2,1,Machine Learning Coursework,Coursework,3,12,8,4,60,7.5,10,4.888904602,0.754798678,0.059323512,0.048914645,0.436974449,Medium
34,2,1,Advanced Mathematics Exam,Exam,2,12,9,3,40,7,10,4.888904602,0.754798678,0.059323512,0.090717953,0.397425276,Low
34,2,1,Advanced Mathematics Coursework,Coursework,3,12,6,6,60,7,10,4.888904602,0.754798678,0.059323512,0.009875696,0.417214712,Low
34,2,1,DSGP Project Proposal,Report,1,6,4,2,30,6.5,10,4.888904602,0.754798678,0.059323512,0.181706866,0.390172505,Low
34,2,2,AI Coursework,Coursework,3,12,10,2,100,8.8,14,4.888904602,0.754798678,0.059323512,0.242275822,0.991314743,High
34,2,2,DSGP Project Implementation,Project,1,12,9,3,70,9.5,22,4.888904602,0.754798678,0.059323512,0.117933339,0.814229123,High
34,2,2,Data Engineering Coursework,Coursework,3,12,5,7,100,8.6,12,4.888904602,0.754798678,0.059323512,0.004437436,0.627855147,Medium
34,2,2,Simulation and Modeling Exam,Exam,2,12,4,8,40,7.5,8,4.888904602,0.754798678,0.059323512,0.001661557,0.385161177,Low
34,2,2,Simulation and Modeling Coursework,Coursework,3,12,4,8,60,8,10,4.888904602,0.754798678,0.059323512,0.001993869,0.435244255,Medium
35,1,1,CSF Exam,Exam,2,12,11,1,100,7,8,3.993525029,0.226867043,0.500821372,0.449328964,0.585003958,Medium
35,1,1,Database Coursework,Coursework,4,12,9,3,100,8.2,12,3.993525029,0.226867043,0.500821372,0.108861544,0.623887103,Medium
35,1,1,English Coursework,Coursework,3,11,7,4,100,5,7,3.993525029,0.226867043,0.500821372,0.048914645,0.444900378,Medium
35,1,2,Programming Coursework,Coursework,4,11,9,2,60,8.5,12,3.993525029,0.226867043,0.500821372,0.242275822,0.783240672,High
35,1,2,Programming Exam,Exam,2,12,2,10,40,6,6,3.993525029,0.226867043,0.500821372,0.000335463,0.332755583,Low
35,1,2,DSA Coursework,Coursework,3,12,7,5,100,8,12,3.993525029,0.226867043,0.500821372,0.021978767,0.598166409,Medium
35,1,2,Computational Mathematics Coursework,Coursework,3,12,11,1,60,7,9,3.993525029,0.226867043,0.500821372,0.539194757,0.827470406,High
35,1,2,Computational Mathematics Exam,Exam,2,12,11,1,40,7,8,3.993525029,0.226867043,0.500821372,0.449328964,0.465003958,Medium
35,2,1,OOD Coursework,Coursework,5,12,10,2,100,8.5,12,3.993525029,0.226867043,0.500821372,0.242275822,0.963240672,High
35,2,1,Machine Learning Quiz,Quiz,5,12,6,6,40,6.5,6,3.993525029,0.226867043,0.500821372,0.006583798,0.344317666,Low
35,2,1,Machine Learning Coursework,Coursework,3,12,3,9,60,7.5,10,3.993525029,0.226867043,0.500821372,0.000895903,0.402895693,Low
35,2,1,Advanced Mathematics Exam,Exam,2,12,11,1,40,7,10,3.993525029,0.226867043,0.500821372,0.449328964,0.465003958,Medium
35,2,1,Advanced Mathematics Coursework,Coursework,3,12,11,1,60,7,10,3.993525029,0.226867043,0.500821372,0.539194757,0.827470406,High
35,2,1,DSGP Project Proposal,Report,1,6,2,4,30,6.5,10,3.993525029,0.226867043,0.500821372,0.036685984,0.331843213,Low
35,2,2,AI Coursework,Coursework,3,12,11,1,100,8.8,14,3.993525029,0.226867043,0.500821372,0.539194757,1,High
35,2,2,DSGP Project Implementation,Project,1,12,9,3,70,9.5,22,3.993525029,0.226867043,0.500821372,0.117933339,0.792155052,High
35,2,2,Data Engineering Coursework,Coursework,3,12,8,4,100,8.6,12,3.993525029,0.226867043,0.500821372,0.048914645,0.616900378,Medium
35,2,2,Simulation and Modeling Exam,Exam,2,12,9,3,40,7.5,8,3.993525029,0.226867043,0.500821372,0.090717953,0.385351205,Low
35,2,2,Simulation and Modeling Coursework,Coursework,3,12,3,9,60,8,10,3.993525029,0.226867043,0.500821372,0.000895903,0.412895693,Low
36,1,1,CSF Exam,Exam,2,12,2,10,100,7,8,3.759272555,0.709062559,0.570270853,0.000335463,0.524406295,Medium
36,1,1,Database Coursework,Coursework,4,12,6,6,100,8.2,12,3.759272555,0.709062559,0.570270853,0.009875696,0.650791354,High
36,1,1,English Coursework,Coursework,3,11,6,5,100,5,7,3.759272555,0.709062559,0.570270853,0.021978767,0.489817121,Medium
36,1,2,Programming Coursework,Coursework,4,11,10,1,60,8.5,12,3.759272555,0.709062559,0.570270853,0.539194757,0.909121119,High
36,1,2,Programming Exam,Exam,2,12,9,3,40,6,6,3.759272555,0.709062559,0.570270853,0.090717953,0.407001918,Low
36,1,2,DSA Coursework,Coursework,3,12,8,4,100,8,12,3.759272555,0.709062559,0.570270853,0.048914645,0.656551091,High
36,1,2,Computational Mathematics Coursework,Coursework,3,12,12,0,60,7,9,3.759272555,0.709062559,0.570270853,1,0.994322429,High
36,1,2,Computational Mathematics Exam,Exam,2,12,8,4,40,7,8,3.759272555,0.709062559,0.570270853,0.040762204,0.41451298,Low
36,2,1,OOD Coursework,Coursework,5,12,10,2,100,8.5,12,3.759272555,0.709062559,0.570270853,0.242275822,1,High
36,2,1,Machine Learning Quiz,Quiz,5,12,12,0,40,6.5,6,3.759272555,0.709062559,0.570270853,0.8,0.594322429,Medium
36,2,1,Machine Learning Coursework,Coursework,3,12,4,8,60,7.5,10,3.759272555,0.709062559,0.570270853,0.001993869,0.454820897,Medium
36,2,1,Advanced Mathematics Exam,Exam,2,12,11,1,40,7,10,3.759272555,0.709062559,0.570270853,0.449328964,0.516654671,Medium
36,2,1,Advanced Mathematics Coursework,Coursework,3,12,10,2,60,7,10,3.759272555,0.709062559,0.570270853,0.242275822,0.804891385,High
36,2,1,DSGP Project Proposal,Report,1,6,3,3,30,6.5,10,3.759272555,0.709062559,0.570270853,0.081646158,0.394733969,Low
36,2,2,AI Coursework,Coursework,3,12,9,3,100,8.8,14,3.759272555,0.709062559,0.570270853,0.108861544,0.687537815,High
36,2,2,DSGP Project Implementation,Project,1,12,3,9,70,9.5,22,3.759272555,0.709062559,0.570270853,0.000970562,0.51456507,Medium
36,2,2,Data Engineering Coursework,Coursework,3,12,9,3,100,8.6,12,3.759272555,0.709062559,0.570270853,0.108861544,0.683537815,High
36,2,2,Simulation and Modeling Exam,Exam,2,12,12,0,40,7.5,8,3.759272555,0.709062559,0.570270853,1,0.664322429,High
36,2,2,Simulation and Modeling Coursework,Coursework,3,12,4,8,60,8,10,3.759272555,0.709062559,0.570270853,0.001993869,0.464820897,Medium
37,1,1,CSF Exam,Exam,2,12,6,6,100,7,8,3.378988306,0.804757482,0,0.008229747,0.47321801,Medium
37,1,1,Database Coursework,Coursework,4,12,10,2,100,8.2,12,3.378988306,0.804757482,0,0.242275822,0.955729528,High
37,1,1,English Coursework,Coursework,3,11,11,0,100,5,7,3.378988306,0.804757482,0,1,0.981160573,High
37,1,2,Programming Coursework,Coursework,4,11,4,7,60,8.5,12,3.378988306,0.804757482,0,0.004437436,0.422269932,Low
37,1,2,Programming Exam,Exam,2,12,8,4,40,6,6,3.378988306,0.804757482,0,0.040762204,0.341351124,Low
37,1,2,DSA Coursework,Coursework,3,12,8,4,100,8,12,3.378988306,0.804757482,0,0.048914645,0.603389234,Medium
37,1,2,Computational Mathematics Coursework,Coursework,3,12,12,0,60,7,9,3.378988306,0.804757482,0,1,0.941160573,High
37,1,2,Computational Mathematics Exam,Exam,2,12,10,2,40,7,8,3.378988306,0.804757482,0,0.201896518,0.401634702,Low
37,2,1,OOD Coursework,Coursework,5,12,5,7,100,8.5,12,3.378988306,0.804757482,0,0.004437436,0.602269932,Medium
37,2,1,Machine Learning Quiz,Quiz,5,12,9,3,40,6.5,6,3.378988306,0.804757482,0,0.072574363,0.359304163,Low
37,2,1,Machine Learning Coursework,Coursework,3,12,6,6,60,7.5,10,3.378988306,0.804757482,0,0.009875696,0.403629497,Low
37,2,1,Advanced Mathematics Exam,Exam,2,12,10,2,40,7,10,3.378988306,0.804757482,0,0.201896518,0.401634702,Low
37,2,1,Advanced Mathematics Coursework,Coursework,3,12,6,6,60,7,10,3.378988306,0.804757482,0,0.009875696,0.393629497,Low
37,2,1,DSGP Project Proposal,Report,1,6,2,4,30,6.5,10,3.378988306,0.804757482,0,0.036685984,0.330332069,Low
37,2,2,AI Coursework,Coursework,3,12,5,7,100,8.8,14,3.378988306,0.804757482,0,0.004437436,0.608269932,Medium
37,2,2,DSGP Project Implementation,Project,1,12,9,3,70,9.5,22,3.378988306,0.804757482,0,0.117933339,0.790643908,High
37,2,2,Data Engineering Coursework,Coursework,3,12,4,8,100,8.6,12,3.378988306,0.804757482,0,0.001993869,0.60365904,Medium
37,2,2,Simulation and Modeling Exam,Exam,2,12,5,7,40,7.5,8,3.378988306,0.804757482,0,0.003697864,0.362085039,Low
37,2,2,Simulation and Modeling Coursework,Coursework,3,12,8,4,60,8,10,3.378988306,0.804757482,0,0.048914645,0.423389234,Low
38,1,1,CSF Exam,Exam,2,12,2,10,100,7,8,6.077820087,0.319091623,0.704624815,0.000335463,0.533622811,Medium
38,1,1,Database Coursework,Coursework,4,12,6,6,100,8.2,12,6.077820087,0.319091623,0.704624815,0.009875696,0.660007869,High
38,1,1,English Coursework,Coursework,3,11,11,0,100,5,7,6.077820087,0.319091623,0.704624815,1,1,High
38,1,2,Programming Coursework,Coursework,4,11,8,3,60,8.5,12,6.077820087,0.319091623,0.704624815,0.108861544,0.510754331,Medium
38,1,2,Programming Exam,Exam,2,12,7,5,40,6,6,6.077820087,0.319091623,0.704624815,0.018315639,0.398117855,Low
38,1,2,DSA Coursework,Coursework,3,12,6,6,100,8,12,6.077820087,0.319091623,0.704624815,0.009875696,0.656007869,High
38,1,2,Computational Mathematics Coursework,Coursework,3,12,12,0,60,7,9,6.077820087,0.319091623,0.704624815,1,1,High
38,1,2,Computational Mathematics Exam,Exam,2,12,3,9,40,7,8,6.077820087,0.319091623,0.704624815,0.000746586,0.413725592,Low
38,2,1,OOD Coursework,Coursework,5,12,7,5,100,8.5,12,6.077820087,0.319091623,0.704624815,0.021978767,0.669033637,High
38,2,1,Machine Learning Quiz,Quiz,5,12,12,0,40,6.5,6,6.077820087,0.319091623,0.704624815,0.8,0.603538945,Medium
38,2,1,Machine Learning Coursework,Coursework,3,12,8,4,60,7.5,10,6.077820087,0.319091623,0.704624815,0.048914645,0.475767606,Medium
38,2,1,Advanced Mathematics Exam,Exam,2,12,6,6,40,7,10,6.077820087,0.319091623,0.704624815,0.008229747,0.415596382,Low
38,2,1,Advanced Mathematics Coursework,Coursework,3,12,11,1,60,7,10,6.077820087,0.319091623,0.704624815,0.539194757,0.888337634,High
38,2,1,DSGP Project Proposal,Report,1,6,1,5,30,6.5,10,6.077820087,0.319091623,0.704624815,0.016484075,0.387659964,Low
38,2,2,AI Coursework,Coursework,3,12,7,5,100,8.8,14,6.077820087,0.319091623,0.704624815,0.021978767,0.675033637,High
38,2,2,DSGP Project Implementation,Project,1,12,6,6,70,9.5,22,6.077820087,0.319091623,0.704624815,0.010698671,0.526213613,Medium
38,2,2,Data Engineering Coursework,Coursework,3,12,7,5,100,8.6,12,6.077820087,0.319091623,0.704624815,0.021978767,0.671033637,High
38,2,2,Simulation and Modeling Exam,Exam,2,12,7,5,40,7.5,8,6.077820087,0.319091623,0.704624815,0.018315639,0.428117855,Low
38,2,2,Simulation and Modeling Coursework,Coursework,3,12,8,4,60,8,10,6.077820087,0.319091623,0.704624815,0.048914645,0.485767606,Medium
39,1,1,CSF Exam,Exam,2,12,9,3,100,7,8,3.815212152,0.369871486,0.302574923,0.090717953,0.487152312,Medium
39,1,1,Database Coursework,Coursework,4,12,10,2,100,8.2,12,3.815212152,0.369871486,0.302574923,0.242275822,0.949041779,High
39,1,1,English Coursework,Coursework,3,11,11,0,100,5,7,3.815212152,0.369871486,0.302574923,1,0.974472823,High
39,1,2,Programming Coursework,Coursework,4,11,10,1,60,8.5,12,3.815212152,0.369871486,0.302574923,0.539194757,0.849271512,High
39,1,2,Programming Exam,Exam,2,12,4,8,40,6,6,3.815212152,0.369871486,0.302574923,0.001661557,0.324888213,Low
39,1,2,DSA Coursework,Coursework,3,12,5,7,100,8,12,3.815212152,0.369871486,0.302574923,0.004437436,0.585582182,Medium
39,1,2,Computational Mathematics Coursework,Coursework,3,12,10,2,60,7,9,3.815212152,0.369871486,0.302574923,0.242275822,0.745041779,High
39,1,2,Computational Mathematics Exam,Exam,2,12,6,6,40,7,8,3.815212152,0.369871486,0.302574923,0.008229747,0.34653026,Low
39,2,1,OOD Coursework,Coursework,5,12,8,4,100,8.5,12,3.815212152,0.369871486,0.302574923,0.048914645,0.606701484,Medium
39,2,1,Machine Learning Quiz,Quiz,5,12,12,0,40,6.5,6,3.815212152,0.369871486,0.302574923,0.8,0.534472823,Medium
39,2,1,Machine Learning Coursework,Coursework,3,12,8,4,60,7.5,10,3.815212152,0.369871486,0.302574923,0.048914645,0.406701484,Low
39,2,1,Advanced Mathematics Exam,Exam,2,12,3,9,40,7,10,3.815212152,0.369871486,0.302574923,0.000746586,0.34465947,Low
39,2,1,Advanced Mathematics Coursework,Coursework,3,12,6,6,60,7,10,3.815212152,0.369871486,0.302574923,0.009875696,0.386941747,Low
39,2,1,DSGP Project Proposal,Report,1,6,4,2,30,6.5,10,3.815212152,0.369871486,0.302574923,0.181706866,0.35989954,Low
39,2,2,AI Coursework,Coursework,3,12,6,6,100,8.8,14,3.815212152,0.369871486,0.302574923,0.009875696,0.602941747,Medium
39,2,2,DSGP Project Implementation,Project,1,12,6,6,70,9.5,22,3.815212152,0.369871486,0.302574923,0.010698671,0.457147491,Medium
39,2,2,Data Engineering Coursework,Coursework,3,12,8,4,100,8.6,12,3.815212152,0.369871486,0.302574923,0.048914645,0.608701484,Medium
39,2,2,Simulation and Modeling Exam,Exam,2,12,2,10,40,7.5,8,3.815212152,0.369871486,0.302574923,0.000335463,0.354556689,Low
39,2,2,Simulation and Modeling Coursework,Coursework,3,12,10,2,60,8,10,3.815212152,0.369871486,0.302574923,0.242275822,0.765041779,High
40,1,1,CSF Exam,Exam,2,12,3,9,100,7,8,6.133511854,0.327201846,0.563170324,0.000746586,0.521226541,Medium
40,1,1,Database Coursework,Coursework,4,12,11,1,100,8.2,12,6.133511854,0.327201846,0.563170324,0.539194757,1,High
40,1,1,English Coursework,Coursework,3,11,5,6,100,5,7,6.133511854,0.327201846,0.563170324,0.009875696,0.483508819,Medium
40,1,2,Programming Coursework,Coursework,4,11,8,3,60,8.5,12,6.133511854,0.327201846,0.563170324,0.108861544,0.498255281,Medium
40,1,2,Programming Exam,Exam,2,12,6,6,40,6,6,6.133511854,0.327201846,0.563170324,0.008229747,0.383097332,Low
40,1,2,DSA Coursework,Coursework,3,12,8,4,100,8,12,6.133511854,0.327201846,0.563170324,0.048914645,0.653268556,High
40,1,2,Computational Mathematics Coursework,Coursework,3,12,12,0,60,7,9,6.133511854,0.327201846,0.563170324,1,0.991039895,High
40,1,2,Computational Mathematics Exam,Exam,2,12,7,5,40,7,8,6.133511854,0.327201846,0.563170324,0.018315639,0.405618805,Low
40,2,1,OOD Coursework,Coursework,5,12,8,4,100,8.5,12,6.133511854,0.327201846,0.563170324,0.048914645,0.663268556,High
40,2,1,Machine Learning Quiz,Quiz,5,12,7,5,40,6.5,6,6.133511854,0.327201846,0.563170324,0.014652511,0.394703023,Low
40,2,1,Machine Learning Coursework,Coursework,3,12,6,6,60,7.5,10,6.133511854,0.327201846,0.563170324,0.009875696,0.453508819,Medium
40,2,1,Advanced Mathematics Exam,Exam,2,12,2,10,40,7,10,6.133511854,0.327201846,0.563170324,0.000335463,0.40112376,Low
40,2,1,Advanced Mathematics Coursework,Coursework,3,12,6,6,60,7,10,6.133511854,0.327201846,0.563170324,0.009875696,0.443508819,Medium
40,2,1,DSGP Project Proposal,Report,1,6,1,5,30,6.5,10,6.133511854,0.327201846,0.563170324,0.016484075,0.375160914,Low
40,2,2,AI Coursework,Coursework,3,12,3,9,100,8.8,14,6.133511854,0.327201846,0.563170324,0.000895903,0.657263871,High
40,2,2,DSGP Project Implementation,Project,1,12,10,2,70,9.5,22,6.133511854,0.327201846,0.563170324,0.262465473,0.876656263,High
40,2,2,Data Engineering Coursework,Coursework,3,12,8,4,100,8.6,12,6.133511854,0.327201846,0.563170324,0.048914645,0.665268556,High
40,2,2,Simulation and Modeling Exam,Exam,2,12,6,6,40,7.5,8,6.133511854,0.327201846,0.563170324,0.008229747,0.413097332,Low
40,2,2,Simulation and Modeling Coursework,Coursework,3,12,6,6,60,8,10,6.133511854,0.327201846,0.563170324,0.009875696,0.463508819,Medium
41,1,1,CSF Exam,Exam,2,12,6,6,100,7,8,3.50406002,0.676385982,0.063025572,0.008229747,0.468559492,Medium
41,1,1,Database Coursework,Coursework,4,12,10,2,100,8.2,12,3.50406002,0.676385982,0.063025572,0.242275822,0.951071011,High
41,1,1,English Coursework,Coursework,3,11,4,7,100,5,7,3.50406002,0.676385982,0.063025572,0.004437436,0.427611415,Low
41,1,2,Programming Coursework,Coursework,4,11,8,3,60,8.5,12,3.50406002,0.676385982,0.063025572,0.108861544,0.443717442,Medium
41,1,2,Programming Exam,Exam,2,12,9,3,40,6,6,3.50406002,0.676385982,0.063025572,0.090717953,0.349181544,Low
41,1,2,DSA Coursework,Coursework,3,12,4,8,100,8,12,3.50406002,0.676385982,0.063025572,0.001993869,0.587000523,Medium
41,1,2,Computational Mathematics Coursework,Coursework,3,12,6,6,60,7,9,3.50406002,0.676385982,0.063025572,0.009875696,0.38897098,Low
41,1,2,Computational Mathematics Exam,Exam,2,12,2,10,40,7,8,3.50406002,0.676385982,0.063025572,0.000335463,0.346585921,Low
41,2,1,OOD Coursework,Coursework,5,12,11,1,100,8.5,12,3.50406002,0.676385982,0.063025572,0.539194757,1,High
41,2,1,Machine Learning Quiz,Quiz,5,12,9,3,40,6.5,6,3.50406002,0.676385982,0.063025572,0.072574363,0.354645646,Low
41,2,1,Machine Learning Coursework,Coursework,3,12,11,1,60,7.5,10,3.50406002,0.676385982,0.063025572,0.539194757,0.831300745,High
41,2,1,Advanced Mathematics Exam,Exam,2,12,2,10,40,7,10,3.50406002,0.676385982,0.063025572,0.000335463,0.346585921,Low
41,2,1,Advanced Mathematics Coursework,Coursework,3,12,11,1,60,7,10,3.50406002,0.676385982,0.063025572,0.539194757,0.821300745,High
41,2,1,DSGP Project Proposal,Report,1,6,3,3,30,6.5,10,3.50406002,0.676385982,0.063025572,0.081646158,0.336913595,Low
41,2,2,AI Coursework,Coursework,3,12,10,2,100,8.8,14,3.50406002,0.676385982,0.063025572,0.242275822,0.963071011,High
41,2,2,DSGP Project Implementation,Project,1,12,6,6,70,9.5,22,3.50406002,0.676385982,0.063025572,0.010698671,0.459176724,Medium
41,2,2,Data Engineering Coursework,Coursework,3,12,9,3,100,8.6,12,3.50406002,0.676385982,0.063025572,0.108861544,0.625717442,Medium
41,2,2,Simulation and Modeling Exam,Exam,2,12,4,8,40,7.5,8,3.50406002,0.676385982,0.063025572,0.001661557,0.356917445,Low
41,2,2,Simulation and Modeling Coursework,Coursework,3,12,3,9,60,8,10,3.50406002,0.676385982,0.063025572,0.000895903,0.406726031,Low
